Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster	Phage_source
OTU_15143	2579	37.02985653354013	Anelloviridae	Medium-quality	-	virulent	cluster_34981	subcluster_42537	IGVD
OTU_15322	2391	35.80092011710581	Anelloviridae	Medium-quality	-	virulent	cluster_78918	subcluster_95736	IGVD
OTU_487	65561	49.340309025182655	Rasmusviridae	Complete	Prevotella	virulent	cluster_175082	subcluster_211050	IGVD
OTU_634	61406	57.28430446536169	Hubertviridae	High-quality	Bifidobacterium	temperate	cluster_326582	subcluster_394727	IGVD
OTU_1098	49612	55.06329113924051	Bertramviridae	High-quality	Sutterella	temperate	cluster_230830	subcluster_278907	IGVD
OTU_1436	44439	50.58169625779158	Tildeviridae	High-quality	-	temperate	cluster_129206	subcluster_155722	IGVD
OTU_1634	42791	49.40057488724264	Ingridviridae	Complete	-	temperate	cluster_124339	subcluster_150074	IGVD
OTU_1655	42702	51.68376188468924	Amyviridae	Complete	Bilophila	virulent	cluster_196532	subcluster_236994	IGVD
OTU_2315	39606	44.927536231884055	Jeppeviridae	High-quality	Blautia	virulent	cluster_61976	subcluster_75406	IGVD
OTU_2374	39379	53.45234769801163	Sisseviridae	Medium-quality	Schaalia	virulent	cluster_77814	subcluster_94244	IGVD
OTU_2582	38552	42.47769246731687	Amandaviridae	High-quality	Blautia	temperate	cluster_26914	subcluster_32745	IGVD
OTU_2990	36197	33.71826394452579	Villadsviridae	Complete	Erysipelatoclostridium	temperate	cluster_443110	subcluster_534309	IGVD
OTU_3495	33613	51.92931306339808	Amandaviridae	Medium-quality	-	temperate	cluster_401424	subcluster_484812	IGVD
OTU_4006	29745	45.82955118507312	Smillaviridae	Medium-quality	Eisenbergiella	virulent	cluster_234369	subcluster_283257	IGVD
OTU_4596	25365	40.484920165582494	Nikolineviridae	Medium-quality	Haemophilus	virulent	cluster_354519	subcluster_428108	IGVD
OTU_4661	24948	40.75677409010742	Elliotviridae	Medium-quality	-	virulent	cluster_440273	subcluster_530938	IGVD
OTU_6445	17474	42.62332608446835	Mikkelviridae	Low-quality	Blautia	virulent	cluster_294584	subcluster_355880	IGVD
OTU_8529	12181	38.60930958049421	Frederikviridae	Low-quality	Lactobacillus	virulent	cluster_373598	subcluster_451251	IGVD
OTU_9553	10274	39.36149503601324	Hansviridae	Low-quality	Bacteroides	virulent	cluster_512182	subcluster_616901	IGVD
OTU_12334	5380	38.32713754646841	Alpaviridae	Medium-quality	Bacteroides	virulent	cluster_292	subcluster_313	IGVD
OTU_12739	4956	37.18724778046812	Frederikviridae	Low-quality	-	virulent	cluster_139420	subcluster_168139	IGVD
OTU_12773	4931	43.17582640438045	Gokushoviridae	High-quality	Parasutterella	virulent	cluster_425024	subcluster_512923	IGVD
OTU_14522	2945	38.09847198641766	Anelloviridae	Complete	-	virulent	cluster_529824	subcluster_638088	IGVD
OTU_226	89931	42.740545529350285	Benedicteviridae	High-quality	Prevotella	virulent	cluster_372901	subcluster_450405	IGVD
OTU_1127	48861	49.46276171179469	Elenaviridae	Medium-quality	Flavonifractor	temperate	cluster_290	subcluster_309	IGVD
OTU_1763	42045	40.59460102271376	Jonatanviridae	High-quality	Blautia	temperate	cluster_446189	subcluster_538013	IGVD
OTU_1771	42005	58.30496369479824	Peterviridae	High-quality	Flavonifractor	temperate	cluster_252210	subcluster_304629	IGVD
OTU_2946	36467	60.27367208709244	Ellinorviridae	High-quality	Bifidobacterium	temperate	cluster_211119	subcluster_254570	IGVD
OTU_4459	26346	42.05951567600395	Martinviridae	Medium-quality	-	virulent	cluster_248682	subcluster_300383	IGVD
OTU_4574	25537	38.91216666014019	Annaviridae	Low-quality	Streptococcus	virulent	cluster_371691	subcluster_448919	IGVD
OTU_5001	23228	42.93525055966936	Liliviridae	Medium-quality	Veillonella	virulent	cluster_21112	subcluster_25858	IGVD
OTU_10413	7534	40.8149721263605	Alpaviridae	High-quality	Bacteroides	virulent	cluster_410229	subcluster_495469	IGVD
OTU_12131	5575	37.73991031390134	Anelloviridae	High-quality	-	virulent	cluster_373588	subcluster_451239	IGVD
OTU_13445	4080	52.0343137254902	Markviridae	Low-quality	Megasphaera	virulent	cluster_134315	subcluster_161801	IGVD
OTU_13768	3711	49.905685798976016	Anelloviridae	High-quality	-	virulent	cluster_78919	subcluster_95738	IGVD
OTU_14238	3096	50.06459948320413	Markviridae	Low-quality	Paenibacillus	virulent	cluster_175083	subcluster_211051	IGVD
OTU_14362	2998	39.89326217478319	Anelloviridae	Medium-quality	-	virulent	cluster_326583	subcluster_394728	IGVD
OTU_14384	2990	39.69899665551839	Anelloviridae	Complete	-	virulent	cluster_230831	subcluster_278908	IGVD
OTU_14551	2936	51.15803814713896	Anelloviridae	Medium-quality	-	virulent	cluster_161306	subcluster_194321	IGVD
OTU_14607	2921	41.04758644299898	Anelloviridae	High-quality	-	virulent	cluster_15553	subcluster_18711	IGVD
OTU_14699	2892	39.21161825726141	Anelloviridae	Complete	-	virulent	cluster_61977	subcluster_75407	IGVD
OTU_15086	2622	38.48207475209763	Anelloviridae	High-quality	-	virulent	cluster_211072	subcluster_254510	IGVD
OTU_15125	2596	37.98151001540832	Anelloviridae	Medium-quality	-	virulent	cluster_22890	subcluster_27972	IGVD
OTU_15129	2591	38.710922423774605	Anelloviridae	High-quality	-	virulent	cluster_77815	subcluster_94246	IGVD
OTU_15270	2459	37.21024806832045	Anelloviridae	Medium-quality	-	virulent	cluster_26915	subcluster_32747	IGVD
OTU_15291	2440	36.18852459016394	Anelloviridae	Medium-quality	-	virulent	cluster_22901	subcluster_27985	IGVD
OTU_229	89658	30.36092707845368	β-crassviridae	High-quality	-	virulent	cluster_401425	subcluster_484813	IGVD
OTU_774	58320	40.7218792866941	Elenaviridae	Complete	Roseburia	temperate	cluster_234370	subcluster_283258	IGVD
OTU_1105	49416	48.90926015865307	Valdemarviridae	Complete	Flavonifractor	temperate	cluster_354520	subcluster_428109	IGVD
OTU_1650	42720	40.45177902621722	Livaviridae	Medium-quality	Barnesiella	temperate	cluster_440274	subcluster_530939	IGVD
OTU_2666	38161	47.09258143130421	Irisviridae	High-quality	Prevotella	virulent	cluster_294585	subcluster_355882	IGVD
OTU_2806	37427	46.41568920832554	Linaviridae	High-quality	Bacteroides	virulent	cluster_373599	subcluster_451252	IGVD
OTU_3117	35469	50.24105556965237	Martinviridae	High-quality	-	temperate	cluster_512183	subcluster_616902	IGVD
OTU_5078	22850	58.09628008752736	Edithviridae	Medium-quality	Akkermansia	temperate	cluster_265365	subcluster_320457	IGVD
OTU_6787	16442	39.30178810363702	Salasmaviridae	Medium-quality	Faecalicatena	virulent	cluster_207541	subcluster_250262	IGVD
OTU_6964	16007	34.73480352345849	Salasmaviridae	Medium-quality	Faecalicatena	virulent	cluster_414416	subcluster_500499	IGVD
OTU_7742	13993	38.72650611019795	Salasmaviridae	Low-quality	Gemmiger	virulent	cluster_253117	subcluster_305704	IGVD
OTU_8586	12042	40.70752366716492	Lyngeviridae	Low-quality	Ruthenibacterium	virulent	cluster_529825	subcluster_638090	IGVD
OTU_8598	12015	37.56970453599667	Salasmaviridae	Medium-quality	-	virulent	cluster_246902	subcluster_298391	IGVD
OTU_9547	10278	35.13329441525589	Salasmaviridae	Low-quality	-	virulent	cluster_291	subcluster_310	IGVD
OTU_10846	6563	37.45238458022246	Alpaviridae	Complete	Bacteroides	virulent	cluster_446190	subcluster_538014	IGVD
OTU_12023	5679	46.53988378235605	Noraviridae	Complete	-	virulent	cluster_446181	subcluster_538003	IGVD
OTU_12218	5492	36.4530225782957	Anelloviridae	High-quality	-	virulent	cluster_252211	subcluster_304630	IGVD
OTU_12333	5381	45.604906151273	Ottoviridae	Not-determined	-	temperate	cluster_211120	subcluster_254571	IGVD
OTU_13783	3700	35.91891891891892	Skunaviridae	Low-quality	-	virulent	cluster_248683	subcluster_300384	IGVD
OTU_14282	3050	38.39344262295082	Anelloviridae	Medium-quality	-	virulent	cluster_371692	subcluster_448921	IGVD
OTU_857	56136	45.43252102037908	Astaviridae	High-quality	-	virulent	cluster_105437	subcluster_127470	IGVD
OTU_888	55538	41.37347401778962	Irisviridae	High-quality	Bacteroides	virulent	cluster_188963	subcluster_227926	IGVD
OTU_895	55375	58.93453724604966	Hugoviridae	High-quality	Faecalibacterium	temperate	cluster_281774	subcluster_340382	IGVD
OTU_1369	45020	59.58018658374056	Bertramviridae	Complete	-	temperate	cluster_134316	subcluster_161802	IGVD
OTU_1403	44779	52.55588557136157	Peterviridae	Complete	Oscillibacter	temperate	cluster_78920	subcluster_95739	IGVD
OTU_1460	44088	49.757303574668846	Tildeviridae	High-quality	Flavonifractor	temperate	cluster_175084	subcluster_211052	IGVD
OTU_2368	39414	46.62302735068757	Alberteviridae	High-quality	-	temperate	cluster_326584	subcluster_394729	IGVD
OTU_2599	38460	60.55902236089443	Sigridviridae	High-quality	Flavonifractor	temperate	cluster_230832	subcluster_278910	IGVD
OTU_2701	37988	53.65115299568285	Antonviridae	High-quality	-	virulent	cluster_161307	subcluster_194322	IGVD
OTU_2809	37398	41.57708968394032	Mikkelviridae	High-quality	Pseudoflavonifractor	virulent	cluster_403956	subcluster_487876	IGVD
OTU_3172	35160	42.82992036405005	Haraldviridae	High-quality	Blautia	virulent	cluster_61978	subcluster_75409	IGVD
OTU_4040	29488	46.27306022788931	Amandaviridae	Medium-quality	-	virulent	cluster_77816	subcluster_94248	IGVD
OTU_4230	28034	47.13562103160448	Haraldviridae	Medium-quality	-	virulent	cluster_26916	subcluster_32748	IGVD
OTU_4526	25825	44.69312681510165	Jeppeviridae	Medium-quality	Ruminococcus	temperate	cluster_22902	subcluster_27986	IGVD
OTU_5017	23142	48.91107078039927	Elenaviridae	Low-quality	Flavonifractor	virulent	cluster_401426	subcluster_484814	IGVD
OTU_5307	21827	46.7540202501489	Bertramviridae	Low-quality	Lachnoclostridium	virulent	cluster_234371	subcluster_283259	IGVD
OTU_5393	21394	53.328035897915306	Dagmarviridae	Low-quality	-	temperate	cluster_354521	subcluster_428110	IGVD
OTU_5940	19167	49.31392497521782	Bertramviridae	Low-quality	Blautia	virulent	cluster_440275	subcluster_530940	IGVD
OTU_6419	17559	44.50139529585967	Ludvigviridae	Low-quality	Ruminococcus	virulent	cluster_294586	subcluster_355883	IGVD
OTU_6543	17125	59.47445255474453	Gustavviridae	Low-quality	-	virulent	cluster_195548	subcluster_235878	IGVD
OTU_6879	16223	62.00456142513715	Danielviridae	Low-quality	-	temperate	cluster_512184	subcluster_616903	IGVD
OTU_7206	15412	52.41370360757851	Martinviridae	Low-quality	Flavonifractor	temperate	cluster_474405	subcluster_571195	IGVD
OTU_7684	14170	47.81933662667608	Mikkelviridae	Low-quality	Lachnoclostridium	virulent	cluster_139421	subcluster_168140	IGVD
OTU_8372	12490	50.320256204963975	Jeppeviridae	Low-quality	Lachnoclostridium	virulent	cluster_425025	subcluster_512931	IGVD
OTU_9095	11042	44.131497917044015	Asgerviridae	Low-quality	Blautia	temperate	cluster_529826	subcluster_638091	IGVD
OTU_9739	9975	53.02255639097745	Astridviridae	Low-quality	Parabacteroides	virulent	cluster_246903	subcluster_298395	IGVD
OTU_10977	6457	36.270713953848535	Alpaviridae	Complete	Bacteroides	virulent	cluster_292	subcluster_311	IGVD
OTU_10995	6444	37.44568590937306	Inesviridae	Complete	Bacteroides	virulent	cluster_435538	subcluster_525485	IGVD
OTU_11857	5813	41.82005848959229	Noraviridae	Complete	-	virulent	cluster_371732	subcluster_448972	IGVD
OTU_12819	4894	43.42051491622394	Gokushoviridae	High-quality	Parasutterella	virulent	cluster_211121	subcluster_254572	IGVD
OTU_12951	4738	35.83790628957366	Sidselviridae	Low-quality	Erysipelatoclostridium	virulent	cluster_248684	subcluster_300385	IGVD
OTU_15835	1787	47.78959149412423	Inaviridae	Low-quality	Clostridium	virulent	cluster_188993	subcluster_227961	IGVD
OTU_15899	1728	44.21296296296296	Inaviridae	Low-quality	-	virulent	cluster_188993	subcluster_227960	IGVD
OTU_15959	1678	42.01430274135876	Inaviridae	Low-quality	Bacillus	temperate	cluster_188964	subcluster_227927	IGVD
OTU_878	55760	50.066355810616926	Tokeviridae	Complete	Faecalibacterium	virulent	cluster_281775	subcluster_340383	IGVD
OTU_10867	6544	39.196210268948654	Alpaviridae	High-quality	Bacteroides	virulent	cluster_323634	subcluster_391099	IGVD
OTU_51	138337	38.075858230263776	ε-crassviridae	High-quality	Parabacteroides	virulent	cluster_78921	subcluster_95740	IGVD
OTU_141	99347	32.56766686462601	δ-crassviridae	Complete	-	virulent	cluster_175085	subcluster_211053	IGVD
OTU_195	94913	31.596303983648184	β-crassviridae	High-quality	Bacteroides	virulent	cluster_326585	subcluster_394730	IGVD
OTU_407	72943	39.25805080679435	Sylvesterviridae	Complete	Bacteroides	temperate	cluster_76795	subcluster_93080	IGVD
OTU_607	61963	36.99949970143473	Annaviridae	High-quality	Streptococcus	virulent	cluster_161308	subcluster_194325	IGVD
OTU_740	59306	49.11981924257242	Sisseviridae	High-quality	Faecalibacterium	temperate	cluster_403957	subcluster_487877	IGVD
OTU_864	55967	41.95329390533708	ε-crassviridae	Low-quality	Parabacteroides	virulent	cluster_61979	subcluster_75412	IGVD
OTU_1216	47011	37.98685414052031	Evaviridae	Complete	Parabacteroides	virulent	cluster_77817	subcluster_94249	IGVD
OTU_1387	44905	49.4332479679323	Alberteviridae	High-quality	-	virulent	cluster_8215	subcluster_10079	IGVD
OTU_1492	43880	48.88559708295351	Hannahviridae	Medium-quality	Bacteroides	temperate	cluster_22903	subcluster_27987	IGVD
OTU_1553	43402	45.66609833648219	Evaviridae	High-quality	Odoribacter	virulent	cluster_401427	subcluster_484815	IGVD
OTU_1651	42720	51.45365168539325	Amyviridae	High-quality	Bilophila	virulent	cluster_234372	subcluster_283260	IGVD
OTU_2185	40171	33.05369545194294	Konradviridae	Medium-quality	-	virulent	cluster_354522	subcluster_428111	IGVD
OTU_2206	40110	49.24457741211668	Martinviridae	High-quality	-	temperate	cluster_440276	subcluster_530942	IGVD
OTU_2352	39488	51.6055510534846	Sisseviridae	Medium-quality	-	virulent	cluster_294587	subcluster_355884	IGVD
OTU_2496	38899	42.196457492480526	Amandaviridae	Complete	Blautia	virulent	cluster_26914	subcluster_32746	IGVD
OTU_2845	37088	35.00862812769629	Jeppeviridae	Complete	Clostridium	virulent	cluster_512185	subcluster_616904	IGVD
OTU_2964	36361	54.62446027336982	Bertramviridae	Medium-quality	Sutterella	temperate	cluster_54091	subcluster_66017	IGVD
OTU_2972	36298	39.34101052399581	Smillaviridae	Complete	Roseburia	virulent	cluster_139422	subcluster_168141	IGVD
OTU_3175	35148	44.91293956981905	Jeppeviridae	Complete	-	temperate	cluster_62025	subcluster_75472	IGVD
OTU_3193	35091	59.399846114388296	Albaviridae	High-quality	-	temperate	cluster_529827	subcluster_638092	IGVD
OTU_3461	33790	38.25688073394495	Magnusviridae	Medium-quality	Clostridium	virulent	cluster_500280	subcluster_602060	IGVD
OTU_3514	33535	42.2633069926942	Laustviridae	Low-quality	Parabacteroides	virulent	cluster_293	subcluster_315	IGVD
OTU_3551	33324	43.43416156523826	Kayaviridae	Complete	Dialister	temperate	cluster_446191	subcluster_538015	IGVD
OTU_3842	31043	62.99004606513545	Hjalteviridae	Medium-quality	Faecalibacterium	temperate	cluster_252212	subcluster_304631	IGVD
OTU_3885	30762	54.29750991482999	Akselviridae	Complete	Bifidobacterium	virulent	cluster_211122	subcluster_254573	IGVD
OTU_4257	27814	41.42877687495506	Madsviridae	Medium-quality	-	temperate	cluster_248685	subcluster_300386	IGVD
OTU_4381	26908	37.29745800505426	Arnviridae	Low-quality	Bacteroides	temperate	cluster_371693	subcluster_448922	IGVD
OTU_4810	24100	42.128630705394194	Liliviridae	Medium-quality	Veillonella	virulent	cluster_21113	subcluster_25859	IGVD
OTU_5802	19696	41.44496344435418	Bertramviridae	Low-quality	Veillonella	virulent	cluster_188965	subcluster_227928	IGVD
OTU_5983	18975	40.91172595520421	Sisseviridae	Low-quality	Streptococcus	virulent	cluster_281776	subcluster_340384	IGVD
OTU_6159	18409	55.28817426258895	Oliviaviridae	Medium-quality	Rothia	virulent	cluster_134317	subcluster_161803	IGVD
OTU_6815	16374	36.25870282154635	Evaviridae	Low-quality	-	virulent	cluster_78922	subcluster_95741	IGVD
OTU_6979	15962	38.98634256358852	Merleviridae	Low-quality	Veillonella	virulent	cluster_175086	subcluster_211054	IGVD
OTU_7361	15015	28.271728271728268	Liamviridae	Low-quality	Clostridium	virulent	cluster_326586	subcluster_394731	IGVD
OTU_7724	14032	46.84293044469784	Rosaviridae	Low-quality	-	virulent	cluster_330688	subcluster_399644	IGVD
OTU_9108	11000	44.86363636363636	Maisaviridae	Low-quality	Blautia	virulent	cluster_161309	subcluster_194326	IGVD
OTU_9112	10995	32.232833105957255	Adrianviridae	Low-quality	Clostridium	virulent	cluster_403958	subcluster_487878	IGVD
OTU_9818	9616	42.25249584026622	Bertilviridae	Low-quality	Bacteroides	virulent	cluster_61980	subcluster_75413	IGVD
OTU_10837	6572	40.50517346317712	Alpaviridae	Complete	Bacteroides	virulent	cluster_77818	subcluster_94250	IGVD
OTU_11029	6420	40.8411214953271	Inesviridae	Complete	-	virulent	cluster_26917	subcluster_32749	IGVD
OTU_11437	6111	33.186057928325965	Alpaviridae	Complete	Prevotella	virulent	cluster_22904	subcluster_27988	IGVD
OTU_11507	6075	37.18518518518519	Almaviridae	Complete	Barnesiella	virulent	cluster_401428	subcluster_484816	IGVD
OTU_11545	6051	37.84498430011568	Alpaviridae	Complete	Butyricimonas	virulent	cluster_234373	subcluster_283261	IGVD
OTU_12610	5091	41.15105087409153	Gokushoviridae	Complete	Phascolarctobacterium	virulent	cluster_176041	subcluster_212197	IGVD
OTU_13043	4646	43.176926388291	Lineaviridae	Complete	Bilophila	virulent	cluster_417373	subcluster_503989	IGVD
OTU_13670	3802	52.0515518148343	Anelloviridae	High-quality	-	virulent	cluster_291686	subcluster_352387	IGVD
OTU_13706	3770	40.84880636604775	Agnesviridae	Low-quality	-	virulent	cluster_354523	subcluster_428112	IGVD
OTU_14385	2990	48.929765886287626	Anelloviridae	Medium-quality	-	virulent	cluster_440277	subcluster_530943	IGVD
OTU_14468	2961	36.87943262411347	Anelloviridae	Complete	-	virulent	cluster_294588	subcluster_355885	IGVD
OTU_14544	2939	36.74719292276284	Anelloviridae	Complete	-	virulent	cluster_373600	subcluster_451253	IGVD
OTU_14589	2926	48.838004101162	Anelloviridae	Medium-quality	-	virulent	cluster_465872	subcluster_560968	IGVD
OTU_14778	2855	37.02276707530648	Anelloviridae	High-quality	-	virulent	cluster_54092	subcluster_66018	IGVD
OTU_14868	2806	36.77833214540271	Anelloviridae	High-quality	-	virulent	cluster_139423	subcluster_168143	IGVD
OTU_103	102307	34.75715249200935	α-crassviridae	Complete	Clostridium	virulent	cluster_425026	subcluster_512932	IGVD
OTU_745	59076	31.022750355474304	Williamviridae	Medium-quality	Erysipelatoclostridium	virulent	cluster_529828	subcluster_638093	IGVD
OTU_2078	40690	46.33816662570656	Asgerviridae	High-quality	-	temperate	cluster_246904	subcluster_298396	IGVD
OTU_2249	39874	56.2898129106686	Edithviridae	High-quality	Akkermansia	temperate	cluster_294	subcluster_316	IGVD
OTU_3201	35047	47.713071018917454	Melanieviridae	High-quality	Ruminococcus	temperate	cluster_446192	subcluster_538016	IGVD
OTU_4560	25621	40.17797900160025	Victoriaviridae	Medium-quality	-	virulent	cluster_252213	subcluster_304633	IGVD
OTU_7055	15782	35.25535420098847	Salasmaviridae	Medium-quality	Faecalicatena	virulent	cluster_211123	subcluster_254574	IGVD
OTU_7690	14146	40.68994768839248	Cecilieviridae	High-quality	Lachnoclostridium	virulent	cluster_516874	subcluster_622533	IGVD
OTU_8283	12685	38.22625147812377	Salasmaviridae	Medium-quality	Lachnoclostridium	virulent	cluster_248686	subcluster_300387	IGVD
OTU_14028	3351	42.04715010444644	Livviridae	Not-determined	-	virulent	cluster_371694	subcluster_448923	IGVD
OTU_34	156458	41.13308363905968	Vibeviridae	High-quality	Parabacteroides	virulent	cluster_21114	subcluster_25862	IGVD
OTU_155	98509	29.158757067882124	β-crassviridae	High-quality	-	virulent	cluster_188966	subcluster_227929	IGVD
OTU_285	85557	36.08237782998469	Flandersviridae	Complete	Bacteroides	virulent	cluster_281777	subcluster_340385	IGVD
OTU_355	79001	34.35019809875824	Flandersviridae	Complete	Parabacteroides	virulent	cluster_134318	subcluster_161805	IGVD
OTU_2987	36207	53.50346618057282	Juliusviridae	Medium-quality	Ruminococcus	temperate	cluster_293152	subcluster_354233	IGVD
OTU_3709	32132	55.20664757873771	Edithviridae	Medium-quality	Akkermansia	temperate	cluster_175087	subcluster_211056	IGVD
OTU_3731	31993	48.43872097021224	Elenaviridae	Medium-quality	Flavonifractor	temperate	cluster_326587	subcluster_394732	IGVD
OTU_4162	28636	49.147925687945246	Alberteviridae	Medium-quality	-	virulent	cluster_330689	subcluster_399645	IGVD
OTU_4734	24526	51.92041099241621	Silasviridae	Medium-quality	Akkermansia	temperate	cluster_161310	subcluster_194327	IGVD
OTU_6409	17589	49.417249417249415	Sanderviridae	Low-quality	Parabacteroides	virulent	cluster_403959	subcluster_487879	IGVD
OTU_7413	14897	59.87111498959522	Kasperviridae	Medium-quality	Bifidobacterium	temperate	cluster_61981	subcluster_75414	IGVD
OTU_7419	14883	57.30699455754888	Alberteviridae	Low-quality	Butyricicoccus	temperate	cluster_77819	subcluster_94251	IGVD
OTU_8815	11605	59.732873761309776	Kalleviridae	Low-quality	Butyricicoccus	temperate	cluster_26918	subcluster_32752	IGVD
OTU_9400	10513	55.75953581280319	Lauraviridae	Low-quality	Akkermansia	virulent	cluster_22905	subcluster_27989	IGVD
OTU_10841	6567	39.9725902238465	Alpaviridae	Complete	Odoribacter	virulent	cluster_401429	subcluster_484817	IGVD
OTU_11071	6381	37.37658674188998	Alpaviridae	Complete	Bacteroides	virulent	cluster_58914	subcluster_71815	IGVD
OTU_11209	6288	41.30089058524173	Alpaviridae	Complete	Bacteroides	virulent	cluster_354524	subcluster_428113	IGVD
OTU_12765	4937	45.31091756127203	Gokushoviridae	Complete	Sutterella	virulent	cluster_199698	subcluster_240960	IGVD
OTU_14170	3170	42.71293375394322	Anelloviridae	High-quality	-	virulent	cluster_440278	subcluster_530944	IGVD
OTU_14276	3055	37.54500818330605	Anelloviridae	High-quality	-	virulent	cluster_294589	subcluster_355886	IGVD
OTU_14675	2900	37.93103448275862	Anelloviridae	High-quality	-	virulent	cluster_373601	subcluster_451255	IGVD
OTU_16	180315	36.75179546904029	ζ-crassviridae	Complete	Bacteroides	virulent	cluster_512186	subcluster_616905	IGVD
OTU_595	62202	44.50660750458184	Lukasviridae	High-quality	Blautia	virulent	cluster_54093	subcluster_66019	IGVD
OTU_1521	43680	39.81227106227106	Alvildaviridae	Medium-quality	-	virulent	cluster_139424	subcluster_168144	IGVD
OTU_1545	43460	51.67050161067649	Hannahviridae	Medium-quality	Bacteroides	virulent	cluster_110501	subcluster_133721	IGVD
OTU_1706	42417	49.19018318127166	Ingridviridae	High-quality	-	temperate	cluster_533085	subcluster_642003	IGVD
OTU_2149	40331	42.32476258957129	Agneteviridae	High-quality	Blautia	temperate	cluster_425027	subcluster_512933	IGVD
OTU_2538	38710	41.9736502195815	Asgerviridae	High-quality	-	temperate	cluster_529829	subcluster_638094	IGVD
OTU_2696	38020	41.407154129405576	Madsviridae	Medium-quality	-	virulent	cluster_246905	subcluster_298397	IGVD
OTU_3301	34552	43.06552442695069	Mateoviridae	High-quality	-	temperate	cluster_295	subcluster_317	IGVD
OTU_3876	30809	53.90957187834724	Hannibalviridae	Medium-quality	Faecalibacterium	virulent	cluster_446193	subcluster_538017	IGVD
OTU_7442	14818	27.27763530840869	β-crassviridae	Low-quality	Clostridium	virulent	cluster_252214	subcluster_304634	IGVD
OTU_8547	12145	46.471799094277486	Amandaviridae	Low-quality	Blautia	virulent	cluster_211124	subcluster_254579	IGVD
OTU_8705	11814	41.65396986626037	Emilieviridae	Low-quality	Ruminococcus	virulent	cluster_248687	subcluster_300388	IGVD
OTU_10835	6574	38.27198052935808	Inesviridae	Complete	Bacteroides	virulent	cluster_233833	subcluster_282611	IGVD
OTU_10922	6504	37.607626076260765	Alpaviridae	High-quality	Bacteroides	virulent	cluster_21115	subcluster_25863	IGVD
OTU_11239	6265	39.52114924181963	Alpaviridae	Complete	Bacteroides	virulent	cluster_101411	subcluster_122671	IGVD
OTU_11385	6156	36.90708252111761	Almaviridae	Complete	Bacteroides	virulent	cluster_281778	subcluster_340386	IGVD
OTU_11388	6154	40.412739681507965	Inesviridae	Complete	Parabacteroides	virulent	cluster_89092	subcluster_108002	IGVD
OTU_11560	6039	42.62295081967213	Ellaviridae	Not-determined	-	virulent	cluster_134319	subcluster_161806	IGVD
OTU_11910	5782	40.86821169145624	Alpaviridae	Complete	Bacteroides	virulent	cluster_78923	subcluster_95742	IGVD
OTU_13349	4217	33.29381076594736	Mikkelviridae	Low-quality	-	virulent	cluster_175088	subcluster_211057	IGVD
OTU_14054	3311	39.68589549984899	Madsviridae	Low-quality	-	virulent	cluster_326588	subcluster_394733	IGVD
OTU_14375	2994	37.20774883099532	Anelloviridae	Complete	-	virulent	cluster_175068	subcluster_211035	IGVD
OTU_14462	2962	36.76569885212695	Anelloviridae	Complete	-	virulent	cluster_161311	subcluster_194328	IGVD
OTU_14646	2909	36.61051907872121	Anelloviridae	High-quality	-	virulent	cluster_319897	subcluster_386712	IGVD
OTU_14894	2788	39.59827833572454	Anelloviridae	High-quality	-	virulent	cluster_61982	subcluster_75415	IGVD
OTU_104	102272	33.2065472465582	δ-crassviridae	Complete	Bacteroides	virulent	cluster_77820	subcluster_94252	IGVD
OTU_1785	41908	59.258375489166745	Noelviridae	High-quality	Bifidobacterium	temperate	cluster_26919	subcluster_32753	IGVD
OTU_6004	18914	39.35708998625357	Merleviridae	Low-quality	Veillonella	virulent	cluster_22906	subcluster_27990	IGVD
OTU_7432	14852	56.9620253164557	Hugoviridae	Low-quality	Faecalibacterium	temperate	cluster_401430	subcluster_484820	IGVD
OTU_11034	6417	35.87346111890292	Villadsviridae	Low-quality	Erysipelatoclostridium	virulent	cluster_234374	subcluster_283262	IGVD
OTU_11309	6214	43.24106855487609	Gustavviridae	Low-quality	Ruminococcus	virulent	cluster_354525	subcluster_428114	IGVD
OTU_246	87085	35.81787908365391	Flandersviridae	Complete	Bacteroides	virulent	cluster_440279	subcluster_530945	IGVD
OTU_364	78402	54.18994413407822	Mikkelineviridae	High-quality	Intestinimonas	temperate	cluster_294590	subcluster_355887	IGVD
OTU_840	56495	43.93309142401983	Sisseviridae	High-quality	Ruthenibacterium	virulent	cluster_373602	subcluster_451256	IGVD
OTU_845	56379	48.48613845580802	Elenaviridae	High-quality	-	temperate	cluster_512187	subcluster_616906	IGVD
OTU_1144	48485	50.413529957718886	Sisseviridae	Medium-quality	Faecalibacterium	virulent	cluster_54094	subcluster_66020	IGVD
OTU_2229	39973	51.52728091461737	Theoviridae	High-quality	Yersinia	temperate	cluster_80370	subcluster_97342	IGVD
OTU_3043	35913	39.50380085205914	Mateoviridae	Medium-quality	Eubacterium	temperate	cluster_425028	subcluster_512934	IGVD
OTU_3291	34586	44.66547157809519	Sidselviridae	Complete	Bacillus	temperate	cluster_529830	subcluster_638095	IGVD
OTU_4110	28984	39.90477504830251	Arnoldviridae	Low-quality	Veillonella	virulent	cluster_233753	subcluster_282507	IGVD
OTU_4982	23271	38.38683339779124	Sisseviridae	Low-quality	Eubacterium	virulent	cluster_296	subcluster_318	IGVD
